id;response_id;setor;label
475;SP3-59;SUP3;Recompensas, benefícios, carreira-Oportunidade de mudança
476;SP3-59;SUP3;Gestão/Gerência-Gerência
477;SP3-60;SUP3;Gestão/Gerência-Gerência
478;SP3-61;SUP3;Gestão/Gerência-Planejamento de reuniões
479;SP3-62;SUP3;Gestão/Gerência-Apreciação pelo trabalho
480;SP3-62;SUP3;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
481;SP3-63;SUP3;Gestão/Gerência-Apreciação pelo trabalho
482;SP4-1;SUP4;Gestão/Gerência-Prioridades bem definidas
483;SP4-2;SUP4;Projeto-Tamanho médio da equipe
484;SP4-2;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
485;SP4-3;SUP4;Gestão/Gerência-Planejamento de reuniões
486;SP4-3;SUP4;Equipe-Colaboração
487;SP4-4;SUP4;Equipe-Interações sociais
488;SP4-5;SUP4;Equipe-Interações sociais
489;SP4-6;SUP4;Gestão/Gerência-Feedback
490;SP4-7;SUP4;Gestão/Gerência-Gerência
491;SP4-7;SUP4;Gestão/Gerência-Feedback
492;SP4-7;SUP4;Planejamento de reuniões
493;SP4-8;SUP4;Ambiente de trabalho-Trabalho remoto
494;SP4-8;;NC
495;SP4-9;SUP4;Gestão/Gerência-Gerência
496;SP4-10;SUP4;Gestão/Gerência-Gerência
497;SP4-11;SUP4;Gestão/Gerência-Autonomia
498;SP4-11;SUP4;Gestão/Gerência-Gerência
499;SP4-12;SUP4;Tipo/impacto do trabalho-Habilidades são bem usadas
500;SP4-12;SUP4;Gestão/Gerência-Feedback
501;SP4-12;SUP4;Equipe-Interações sociais
502;SP4-13;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
503;SP4-14;SUP4;Gestão/Gerência-Objetivos bem definidos
504;SP4-15;SUP4;Ambiente de trabalho-Ambiente físico
505;SP4-15;SUP4;Processos e sistemas-Hardware
506;SP4-16;SUP4;Equipe-Colaboração
507;SP4-16;SUP4;Equipe-Segurança psicológica
508;SP4-16;SUP4;Equipe-Identidade da equipe
509;SP4-16;SUP4;Projeto-Tamanho médio da equipe
510;SP4-16;SUP4;Equipe-Rotatividade
511;SP4-16;SUP4;Gestão/Gerência-Gerência
512;SP4-16;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
513;SP4-16;SUP4;Processos e sistemas-Processos
514;SP4-16;SUP4;Gestão/Gerência-Autonomia
515;SP4-16;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
516;SP4-16;SUP4;Gestão/Gerência-Objetivos bem definidos
517;SP4-16;SUP4;Gestão/Gerência-Apreciação pelo trabalho
518;SP4-16;SUP4;Equipe-Interações sociais
519;SP4-17;SUP4;Processos e sistemas-Ferramentas
520;SP4-18;SUP4;Gestão/Gerência-Gerência
521;SP4-18;SUP4;Recompensas, benefícios, carreira-Promoções
522;SP4-19;SUP4;Gestão/Gerência-Planejamento de reuniões
523;SP4-20;SUP4;Gestão/Gerência-Prioridades bem definidas
524;SP4-21;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
525;SP4-22;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
526;SP4-23;SUP4;Recompensas, benefícios, carreira-Promoções
527;SP4-24;SUP4;Processos e sistemas-Hardware
528;SP4-25;SUP4;Equipe-Identidade da equipe
529;SP4-25;SUP4;Equipe-Colaboração
530;SP4-26;SUP4;Gestão/Gerência-Feedback
531;SP4-27;SUP4;Ambiente de trabalho-Trabalho remoto
532;SP4-27;SUP4;Produtividade pessoal-Produtividade percebida
533;SP4-28;SUP4;Equipe-Colaboração
534;SP4-28;SUP4;Equipe-Comunicação
535;SP4-28;SUP4;Equipe-Coesão da equipe
536;SP4-28;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
537;SP4-29;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
538;SP4-30;SUP4;Gestão/Gerência-Gerência
539;SP4-31;SUP4;Recompensas, benefícios, carreira-Segurança no trabalho
540;SP4-32;SUP4;Gestão/Gerência-Objetivos bem definidos
541;SP4-33;SUP4;Equipe-Comunicação
542;SP4-34;SUP4;Equipe-Comunicação
543;SP4-35;SUP4;Ambiente de trabalho-Proximidade da equipe
544;SP4-35;SUP4;Treinamento-Treinamento para soft skills
545;SP4-36;SUP4;Gestão/Gerência-Autonomia
546;SP4-36;SUP4;Projeto-Estabilidade de requisitos
547;SP4-37;SUP4;Equipe-Coesão da equipe
548;SP4-37;SUP4;Gestão/Gerência-Gerência
549;SP4-38;SUP4;Ambiente de trabalho-Ambiente físico
550;SP4-38;SUP4;Processos e sistemas-Hardware
551;SP4-38;SUP4;Ambiente de trabalho-Suporte a telecomunicação
552;SP4-38;SUP4;Processos e sistemas-Hardware
553;SP4-38;SUP4;Ambiente de trabalho-Ambiente físico
554;SP4-38;SUP4;Equipe-Interações sociais
555;SP4-38;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
556;SP4-38;SUP4;Gestão/Gerência-Autonomia
557;SP4-38;SUP4;Equipe-Apoio à inovação
558;SP4-38;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
559;SP4-38;SUP4;Treinamento-Treinamento para soft skills
560;SP4-39;SUP4;Processos e sistemas-Processos
561;SP4-39;SUP4;Processos e sistemas-Ferramentas
562;SP4-40;SUP4;Ambiente de trabalho-Proximidade da equipe
563;SP4-40;SUP4;Recompensas, benefícios, carreira-Promoções
564;SP4-40;SUP4;Recompensas, benefícios, carreira-Justiça
565;SP4-41;SUP4;Equipe-Comunicação
566;SP4-41;SUP4;Equipe-Identidade da equipe
567;SP4-41;SUP4;Equipe-Interações sociais
568;SP4-42;;NC
569;SP4-43;SUP4;Recompensas, benefícios, carreira-Promoções
570;SP4-44;;NC
571;SP4-45;SUP4;Ambiente de trabalho-Proximidade da equipe
572;SP4-46;SUP4;Projeto-Tamanho médio da equipe
573;SP4-47;SUP4;Projeto-Cronograma
574;SP4-48;SUP4;Habilidades e competências individuais-Personalidade do desenvolvedor
575;SP4-48;SUP4;Equipe-Empatia
576;SP4-49;SUP4;Equipe-Interações sociais
577;SP4-50;SUP4;Processos e sistemas-Processos
578;SP4-51;SUP4;Gestão/Gerência-Gerência
579;SP4-51;SUP4;Ambiente de trabalho-Fragmentação do tempo
580;SP4-51;SUP4;Vida profissional/Experiência no trabalho-Estresse
581;SP4-52;SUP4;Equipe-Comunicação
582;SP4-52;SUP4;Processos e sistemas-Ferramentas
583;SP4-53;SUP4;Projeto-Tamanho médio da equipe
584;SP4-53;SUP4;Equipe-Colegas de trabalho qualificados
585;SP4-54;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
586;SP4-55;SUP4;Treinamento-Disponibilidade de documentação
587;SP4-55;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
588;SP4-56;SUP4;Gestão/Gerência-Gerência
589;SP4-57;SUP4;Tipo/impacto do trabalho-Tempo para aprender a realizar o trabalho
590;SP4-57;SUP4;Ambiente de trabalho-Fragmentação do tempo
591;SP4-58;SUP4;Recompensas, benefícios, carreira-Promoções
592;SP4-58;SUP4;Equipe-Coesão da equipe
593;SP4-59;SUP4;Recompensas, benefícios, carreira-Promoções
594;SP4-60;SUP4;Projeto-Tamanho médio da equipe
595;SP4-61;SUP4;Projeto-Cronograma
596;SP4-62;SUP4;Processos e sistemas-Hardware
597;SP4-62;SUP4;Ambiente de trabalho-Ambiente físico
598;SP4-62;;
599;SP4-63;SUP4;Projeto-Tamanho médio da equipe
600;SP4-64;SUP4;Tipo/impacto do trabalho-Habilidades são bem usadas
601;SP4-64;SUP4;Felicidade do desenvolvedor
602;SP4-65;SUP4;Gestão/Gerência-Gerência
603;SP4-66;SUP4;Ambiente de trabalho-Ambiente físico
604;SP4-67;SUP4;Equipe-Interações sociais
605;SP4-67;SUP4;Ambiente de trabalho-Proximidade da equipe
606;SP4-68;SUP4;Gestão/Gerência-Apreciação pelo trabalho
607;SP4-68;SUP4;Gestão/Gerência-Feedback
608;SP4-69;;NC
609;SP4-70;SUP4;Processos e sistemas-Hardware
610;SP4-71;SUP4;Projeto-Tamanho médio da equipe
611;SP4-72;SUP4;Projeto-Tamanho médio da equipe
612;SP4-73;SUP4;Equipe-Comunicação
613;SP4-74;SUP4;Equipe-Comunicação
614;SP4-75;SUP4;Equipe-Empatia
615;SP4-75;SUP4;Equipe-Coesão da equipe
616;SP4-76;SUP4;Projeto-Tamanho médio da equipe
617;SP4-76;SUP4;Gestão/Gerência-Gerência
618;SP4-77;SUP4;Projeto-Tamanho médio da equipe
619;SP4-77;SUP4;Ambiente de trabalho-Trabalho remoto
620;SP4-78;SUP4;Projeto-Tamanho médio da equipe
621;SP4-78;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
622;SP4-79;SUP4;Projeto-Tamanho médio da equipe
623;SP4-79;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
624;SP4-80;SUP4;Projeto-Tamanho médio da equipe
625;SP4-80;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
626;SP4-81;SUP4;Projeto-Tamanho médio da equipe
627;SP4-82;SUP4;Projeto-Tamanho médio da equipe
628;SP4-83;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
629;SP4-84;SUP4;Processos e sistemas-Processos
630;SP4-85;SUP4;Equipe-Coesão da equipe
631;SP4-86;SUP4;Projeto-Tamanho médio da equipe
632;SP4-87;SUP4;Projeto-Tamanho médio da equipe
633;SP4-87;SUP4;Tipo/impacto do trabalho-Poder completar tarefas
634;SP4-88;SUP4;Projeto-Tamanho médio da equipe
635;SP4-88;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
636;SP4-89;SUP4;Recompensas, benefícios, carreira-Salário
637;SP4-90;SUP4;Gestão/Gerência-Gerência
638;SP4-90;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
639;SP4-91;;NC
640;SP4-92;SUP4;Projeto-Tamanho médio da equipe
641;SP4-92;SUP4;Equipe-Colegas de trabalho qualificados
642;SP4-93;SUP4;Gestão/Gerência-Gerência
643;SP4-94;SUP4;Gestão/Gerência-Objetivos bem definidos
644;SP4-95;SUP4;Projeto-Tamanho médio da equipe
645;SP4-96;;NC
646;SP4-97;SUP4;Fatores de processo-Ágil
647;SP4-98;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
648;SP4-98;SUP4;Produtividade pessoal-Domínio técnico
649;SP4-99;SUP4;Ambiente de trabalho-Ambiente físico
650;SP4-100;SUP4;Projeto-Tamanho médio da equipe
651;SP4-101;SUP4;Equipe-Comunicação
652;SP4-101;SUP4;Organização-Visão da empresa
653;SP4-101;SUP4;Tipo/impacto do trabalho-Impacto do trabalho efetuado
654;SP4-101;SUP4;Gestão/Gerência-Objetivos bem definidos
655;SP4-102;SUP4;Ambiente de trabalho-Ambiente físico
656;SP4-102;SUP4;Ambiente de trabalho-Ambiente físico
657;SP4-102;SUP4;Ambiente de trabalho-Suporte a telecomunicação
658;SP4-103;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
659;SP4-104;SUP4;Equipe-Coesão da equipe
660;SP4-104;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
661;SP4-105;SUP4;Equipe-Comunicação
662;SP4-106;SUP4;Projeto-Tamanho médio da equipe
663;SP4-106;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
664;SP4-107;SUP4;Equipe-Interações sociais
665;SP4-108;SUP4;Equipe-Colaboração
666;SP4-108;SUP4;Gestão/Gerência-Gerência
667;SP4-108;SUP4;Equipe-Coesão da equipe
668;SP4-109;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
669;SP4-110;SUP4;Gestão/Gerência-Gerência
670;SP4-110;SUP4;Gestão/Gerência-Planejamento de reuniões
671;SP4-111;SUP4;Ambiente de trabalho-Trabalho remoto
672;SP4-112;SUP4;Ambiente de trabalho-Trabalho remoto
673;SP4-113;SUP4;Ambiente de trabalho-Trabalho remoto
674;SP4-113;SUP4;Equipe-Interações sociais
675;SP4-114;SUP4;Projeto-Tamanho médio da equipe
676;SP4-114;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
677;SP4-115;SUP4;Projeto-Tamanho médio da equipe
678;SP4-115;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
679;SP4-116;SUP4;Projeto-Tamanho médio da equipe
680;SP4-116;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
681;SP4-116;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
682;SP4-116;SUP4;Vida profissional/Experiência no trabalho-Estresse
683;SP4-116;SUP4;Recompensas, benefícios, carreira-Justiça
684;SP4-117;SUP4;Projeto-Tamanho médio da equipe
685;SP4-118;SUP4;Projeto-Tamanho médio da equipe
686;SP4-119;SUP4;Projeto-Tamanho médio da equipe
687;SP4-119;SUP4;Equipe-Rotatividade
688;SP4-120;SUP4;Equipe-Comunicação
689;SP4-120;SUP4;Gestão/Gerência-Planejamento de reuniões
690;SP4-120;SUP4;Equipe-Interações sociais
691;SP4-120;SUP4;Equipe-Colaboração
692;SP4-120;SUP4;Gestão/Gerência-Gerência
693;SP4-121;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
694;SP4-122;SUP4;Projeto-Tamanho médio da equipe
695;SP4-122;SUP4;Tipo/impacto do trabalho-Impacto do trabalho efetuado
696;SP4-123;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
697;SP4-124;SUP4;Ambiente de trabalho-Proximidade da equipe
698;SP4-125;SUP4;Gestão/Gerência-Planejamento de reuniões
699;SP4-125;SUP4;Gestão/Gerência-Feedback
700;SP4-126;SUP4;Oportunidade de mudança
701;SP4-126;SUP4;Equipe-Apoio à inovação
702;SP4-127;SUP4;Processos e sistemas-Processos
703;SP4-127;SUP4;Gestão/Gerência-Gerência
704;SP4-127;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
705;SP4-127;SUP4;Ambiente de trabalho-Proximidade da equipe
706;SP4-127;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
707;SP4-127;SUP4;Ambiente de trabalho-Trabalho remoto
708;SP4-128;SUP4;Projeto-Tamanho médio da equipe
709;SP4-128;SUP4;Equipe-Colaboração
710;SP4-129;SUP4;Equipe-Colaboração
711;SP4-129;SUP4;Equipe-Apoio à inovação
712;SP4-130;SUP4;Gestão/Gerência-Planejamento de reuniões
713;SP4-131;SUP4;Equipe-Segurança psicológica
714;SP4-132;SUP4;Gestão/Gerência-Autonomia
715;SP4-132;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
716;SP4-132;SUP4;Projeto-Tamanho médio da equipe
717;SP4-133;SUP4;Gestão/Gerência-Autonomia
718;SP4-133;SUP4;Gestão/Gerência-Objetivos bem definidos
719;SP4-134;SUP4;Gestão/Gerência-Autonomia
720;SP4-135;SUP4;Gestão/Gerência-Autonomia
721;SP4-135;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
722;SP4-136;SUP4;Recompensas, benefícios, carreira-Promoções
723;SP4-136;SUP4;Gestão/Gerência-Apreciação pelo trabalho
724;SP4-137;SUP4;Equipe-Coesão da equipe
725;SP4-138;SUP4;Processos e sistemas-Processos
726;SP4-139;SUP4;Equipe-Coesão da equipe
727;SP4-140;SUP4;Ambiente de trabalho-Trabalho remoto
728;SP4-140;SUP4;Equipe-Interações sociais
729;SP4-140;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
730;SP4-140;SUP4;Gestão/Gerência-Autonomia
731;SP4-140;SUP4;Equipe-Cultura do time
732;SP4-140;SUP4;Gestão/Gerência-Planejamento de reuniões
733;SP4-140;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
734;SP4-140;SUP4;Gestão/Gerência-Objetivos bem definidos
735;SP4-141;SUP4;Tempo para aprender a realizar o trabalho
736;SP4-141;SUP4;Equipe-Colaboração
737;SP4-141;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
738;SP4-142;SUP4;Projeto-Cronograma
739;SP4-142;SUP4;Gestão/Gerência-Objetivos bem definidos
740;SP4-143;SUP4;Projeto-Estabilidade de requisitos
741;SP4-144;SUP4;Ambiente de trabalho-Trabalho remoto
742;SP4-144;SUP4;Recompensas, benefícios, carreira-Segurança no trabalho
743;SP4-145;SUP4;Recompensas, benefícios, carreira-Promoções
744;SP4-145;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
745;SP4-146;SUP4;Equipe-Coesão da equipe
746;SP4-147;SUP4;Ambiente de trabalho-Trabalho remoto
747;SP4-147;SUP4;Processos e sistemas-Hardware
748;SP4-148;SUP4;Recompensas, benefícios, carreira-Promoções
749;SP4-148;SUP4;Gestão/Gerência-Objetivos bem definidos
750;SP4-149;;NC
751;SP4-150;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
752;SP4-151;SUP4;Projeto-Estabilidade de requisitos
753;SP4-152;SUP4;Equipe-Interações sociais
754;SP4-153;SUP4;Treinamento-Treinamento para soft skills
755;SP4-153;SUP4;Equipe-Colaboração
756;SP4-153;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
757;SP4-154;SUP4;Equipe-Interações sociais
758;SP4-155;;NC
759;SP4-156;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
760;SP4-156;SUP4;Gestão/Gerência-Objetivos bem definidos
761;SP4-157;SUP4;Habilidades e competências individuais-Personalidade do desenvolvedor
762;SP4-157;SUP4;Equipe-Senso de superioridade
763;SP4-158;SUP4;Gestão/Gerência-Autonomia
764;SP4-159;SUP4;Gestão/Gerência-Planejamento de reuniões
765;SP4-160;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
766;SP4-161;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
767;SP4-161;SUP4;Gestão/Gerência-Prioridades bem definidas
768;SP4-162;SUP4;Recompensas, benefícios, carreira-Justiça
769;SP4-163;SUP4;Processos e sistemas-Hardware
770;SP4-164;SUP4;Processos e sistemas-Processos
771;SP4-165;SUP4;Vida profissional/Experiência no trabalho-Estresse
772;SP4-165;SUP4;Ambiente de trabalho-Trabalho remoto
773;SP4-166;SUP4;Recompensas, benefícios, carreira-Promoções
774;SP4-166;SUP4;Gestão/Gerência-Autonomia
775;SP4-167;SUP4;Gestão/Gerência-Gerência
776;SP4-167;SUP4;Vida profissional/Experiência no trabalho-Estresse
777;SP4-167;SUP4;Gestão/Gerência-Objetivos bem definidos
778;SP4-168;SUP4;Gestão/Gerência-Apreciação pelo trabalho
779;SP4-168;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
780;SP4-168;SUP4;Recompensas, benefícios, carreira-Promoções
781;SP4-168;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
782;SP4-169;SUP4;Gestão/Gerência-Planejamento de reuniões
783;SP4-170;SUP4;Gestão/Gerência-Autonomia
784;SP4-170;SUP4;Gestão/Gerência-Prioridades bem definidas
785;SP4-170;SUP4;Tipo/impacto do trabalho-Impacto do trabalho efetuado
786;SP4-171;SUP4;Equipe-Colegas de trabalho qualificados
787;SP4-172;SUP4;Gestão/Gerência-Gerência
788;SP4-173;SUP4;Processos e sistemas-Hardware
789;SP4-174;;NC
790;SP4-175;;NC
791;SP4-176;;NC
792;SP4-177;;NC
793;SP4-178;SUP4;Produtividade pessoal-Produtividade percebida
794;SP4-178;;
795;SP4-178;SUP4;Ambiente de trabalho-Trabalho remoto
796;SP4-179;SUP4;Recompensas, benefícios, carreira-Promoções
797;SP4-179;SUP4;Gestão/Gerência-Planejamento de reuniões
798;SP4-179;SUP4;Equipe-Colaboração
799;SP4-180;SUP4;Gestão/Gerência-Gerência
800;SP4-180;SUP4;Projeto-Tamanho médio da equipe
801;SP4-181;SUP4;Equipe-Comunicação
802;SP4-181;SUP4;Equipe-Coesão da equipe
803;SP4-182;SUP4;Gestão/Gerência-Prioridades bem definidas
804;SP4-182;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
805;SP4-183;SUP4;Desenvolvimento-Linguagem de programação
806;SP4-183;SUP4;Habilidades e competências individuais-Capacidade de analista
807;SP4-183;SUP4;Processos e sistemas-Processos
808;SP4-184;SUP4;Gestão/Gerência-Feedback
809;SP4-184;SUP4;Gestão/Gerência-Gerência
810;SP4-185;SUP4;Equipe-Coesão da equipe
811;SP4-186;SUP4;Equipe-Comunicação
812;SP4-186;SUP4;Vida profissional/Experiência no trabalho-Equilíbrio entre vida profissional/pessoal
813;SP4-187;SUP4;Ambiente de trabalho-Trabalho remoto
814;SP4-187;SUP4;Recompensas, benefícios, carreira-Segurança no trabalho
815;SP4-188;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
816;SP4-189;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
817;SP4-189;SUP4;Projeto-Tamanho médio da equipe
818;SP4-190;SUP4;Projeto-Tamanho médio da equipe
819;SP4-191;SUP4;Equipe-Empatia
820;SP4-191;SUP4;Equipe-Segurança psicológica
821;SP4-192;SUP4;Habilidades e competências individuais-Personalidade do desenvolvedor
822;SP4-192;SUP4;Equipe-Colaboração
823;SP4-192;SUP4;Equipe-Coesão da equipe
824;SP4-192;SUP4;Gestão/Gerência-Gerência
825;SP4-192;SUP4;Recompensas, benefícios, carreira-Promoções
826;SP4-193;SUP4;Gestão/Gerência-Prioridades bem definidas
827;SP4-193;SUP4;Ambiente de trabalho-Fragmentação do tempo
828;SP4-194;SUP4;Equipe-Segurança psicológica
829;SP4-194;SUP4;Equipe-Colaboração
830;SP4-195;SUP4;Equipe-Segurança psicológica
831;SP4-196;SUP4;Equipe-Interações sociais
832;SP4-196;SUP4;Equipe-Coesão da equipe
833;SP4-197;SUP4;Treinamento-Treinamento para soft skills
834;SP4-197;SUP4;Equipe-Camaradagem
835;SP4-198;SUP4;Projeto-Cronograma
836;SP4-199;SUP4;Equipe-Comunicação
837;SP4-200;SUP4;Gestão/Gerência-Planejamento de reuniões
838;SP4-201;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
839;SP4-201;SUP4;Equipe-Colaboração
840;SP4-201;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
841;SP4-202;SUP4;Ambiente de trabalho-Proximidade da equipe
842;SP4-202;SUP4;Equipe-Colaboração
843;SP4-203;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
844;SP4-203;SUP4;Habilidades e competências individuais-Personalidade do desenvolvedor
845;SP4-203;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
846;SP4-204;SUP4;Equipe-Coesão da equipe
847;SP4-204;SUP4;Fatores de produto-Confiabilidade de software necessária
848;SP4-205;SUP4;Equipe-Comunicação
849;SP4-205;SUP4;Gestão/Gerência-Prioridades bem definidas
850;SP4-205;SUP4;Equipe-Coesão da equipe
851;SP4-205;SUP4;Equipe-Comunicação
852;SP4-205;SUP4;Equipe-Segurança psicológica
853;SP4-206;SUP4;Treinamento-Treinamento para soft skills
854;SP4-207;SUP4;Gestão/Gerência-Feedback
855;SP4-207;SUP4;Gestão/Gerência-Gerência
856;SP4-208;SUP4;Ambiente de trabalho-Suporte a telecomunicação
857;SP4-208;SUP4;Equipe-Interações sociais
858;SP4-208;SUP4;Equipe-Colaboração
859;SP4-208;SUP4;Equipe-Coesão da equipe
860;SP4-209;SUP4;Ambiente de trabalho-Trabalho remoto
861;SP4-210;SUP4;Ambiente de trabalho-Trabalho remoto
862;SP4-211;SUP4;Gestão/Gerência-Feedback
863;SP4-211;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
864;SP4-212;SUP4;Ambiente de trabalho-Trabalho remoto
865;SP4-213;SUP4;Gestão/Gerência-Autonomia
866;SP4-214;SUP4;Organização-Visão da empresa
867;SP4-214;SUP4;Equipe-Colaboração
868;SP4-215;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
869;SP4-215;SUP4;Produtividade pessoal-Capacidade de atingir objetivos
870;SP4-215;SUP4;Equipe-Colaboração
871;SP4-216;;NC
872;SP4-217;SUP4;Habilidades e competências individuais-Felicidade do desenvolvedor
873;SP4-217;SUP4;Tipo/impacto do trabalho-Impacto do trabalho efetuado
874;SP4-217;SUP4;Gestão/Gerência-Feedback
875;SP4-217;SUP4;Recompensas, benefícios, carreira-Promoções
876;SP4-218;SUP4;Ambiente de trabalho-Trabalho remoto
877;SP4-219;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
878;SP4-219;SUP4;Vida profissional/Experiência no trabalho-Estresse
879;SP4-220;SUP4;Recompensas, benefícios, carreira-Justiça
880;SP4-221;SUP4;Recompensas, benefícios, carreira-Promoções
881;SP4-222;SUP4;Recompensas, benefícios, carreira-Promoções
882;SP4-222;SUP4;Equipe-Colaboração
883;SP4-223;SUP4;Ambiente de trabalho-Ambiente físico
884;SP4-224;SUP4;Treinamento-Treinamento para ferramentas e tecnologias
885;SP4-224;SUP4;Tipo/impacto do trabalho-Tempo para aprender a realizar o trabalho
886;SP4-225;SUP4;Gestão/Gerência-Feedback
887;SP4-226;SUP4;Recompensas, benefícios, carreira-Benéficios e recompensas
888;SP4-227;SUP4;Ambiente de trabalho-Ambiente físico
889;SP4-228;SUP4;Treinamento-Treinamento para soft skills
890;SP4-229;SUP4;Ambiente de trabalho-e-factor
891;SP4-229;SUP4;Gestão/Gerência-Autonomia
892;SP4-230;;NC
893;SP4-231;SUP4;Gestão/Gerência-Gerência
894;SP4-232;SUP4;Gestão/Gerência-Planejamento de reuniões
895;SP4-232;SUP4;Ambiente de trabalho-Proximidade da equipe
896;SP4-233;SUP4;Recompensas, benefícios, carreira-Promoções
897;SP4-234;SUP4;Gestão/Gerência-Autonomia
898;SP4-235;SUP4;Gestão/Gerência-Autonomia
899;SP4-236;SUP4;Equipe-Coesão da equipe
900;SP4-237;SUP4;Equipe-Colaboração
901;SP4-237;SUP4;Gestão/Gerência-Gerência
902;SP4-238;SUP4;Equipe-Apoio à inovação
903;SP4-239;SUP4;Gestão/Gerência-Feedback
904;SP4-239;SUP4;Fatores de processo-Maturidade do processo
905;SP4-240;SUP4;Equipe-Interações sociais
906;SP4-240;SUP4;Tipo/impacto do trabalho-Complexidade do trabalho
907;SP4-241;SUP4;Recompensas, benefícios, carreira-Oportunidade de mudança
908;SP4-242;SUP4;Gestão/Gerência-Prioridades bem definidas
909;SP4-243;SUP4;Gestão/Gerência-Apreciação pelo trabalho
910;SP4-243;SUP4;Ambiente de trabalho-Fragmentação do tempo
911;SP4-244;SUP4;Projeto-Tamanho médio da equipe
912;SP4-245;SUP4;Equipe-Comunicação
913;SP4-245;SUP4;Equipe-Colaboração
914;SP4-246;SUP4;Projeto-Tamanho médio da equipe
915;SP4-247;SUP4;Ambiente de trabalho-Ambiente físico
916;SP4-248;SUP4;Fatores de processo-Prototipagem inicial
917;SP4-248;SUP4;Desenvolvimento-Documentação
918;SP4-249;SUP4;Gestão/Gerência-Apreciação pelo trabalho
919;SP4-249;SUP4;Gestão/Gerência-Planejamento de reuniões
920;SP4-250;SUP4;Projeto-Tamanho médio da equipe
921;SP4-251;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
922;SP4-252;SUP4;Processos e sistemas-Hardware
923;SP4-252;SUP4;Recompensas, benefícios, carreira-Salário
924;SP4-253;SUP4;Produtividade pessoal-Produtividade percebida
925;SP4-253;SUP4;Vida profissional/Experiência no trabalho-Tempo para completar tarefas
926;SP4-253;SUP4;Fatores de produto-Qualidade do produto
927;SP4-253;SUP4;Habilidades e competências individuais-Personalidade do desenvolvedor
928;SP4-254;SUP4;Recompensas, benefícios, carreira-Promoções
929;SP4-255;SUP4;Projeto-Cronograma
